title,author,pubdate,play_volume,barrage,classification,likes,coins,collect,share,url
同行：就是你小子蹭沈阳鸡架的热度?！,我的样子平平无奇,2021-05-21 18:00:00,35.7,1325弹幕,美食&美食制作&初夏逛吃大会&街头小吃&料理制作&路边摊&鸡架&沈阳&烤鸡架&凉拌鸡架,2.6万,6266,2786,815,https://b23.tv/BV1Bo4y1m7Sp
挑战365天吃烧烤之第16天:臭,稻草放毒,2021-05-20 18:43:52,39.2,404弹幕,美食&美食制作&初夏逛吃大会,2.3万,644,455,241,https://b23.tv/BV1uf4y1h7xE
一道老板做了16年都没敢吃的菜，我吃了！,吃货请闭眼,2021-05-18 16:48:02,98.7,2914弹幕,烧烤&街头美食&探店&美食&美食侦探&初夏逛吃大会&生活&美食圈&啤酒&美食探店&北京美食,4.7万,9010,2843,818,https://b23.tv/BV1zK4y197BA
当英国公婆遇到陕西菜，竟被甑糕吓到不敢吃？！,老少女阿珂,2021-05-21 17:00:12,30.2,2590弹幕,歪果仁&英国&美食&必剪创作&美食测评&初夏美味发现家&VLOG&治愈&美食vlog&水盆羊肉,2.1万,5913,1192,242,https://b23.tv/BV1tK4y1G778
喝“藿香正气水”能不能开车？【酒精测试2#】,小傲想睡觉,2021-05-19 16:35:55,23.9,1226弹幕,试吃&开箱&美食&搞笑&美食测评&五一美食嗨不停&生活&小潮&美食vlog&酒精测试,3.0万,4802,2316,233,https://b23.tv/BV1ay4y1g7AW
济南宝藏级牛仔骨火锅，没有招牌全靠打听，手擀面加肉直接升华！,食贫道,2021-05-21 18:00:00,23.8,1878弹幕,火锅&街头美食&探店&吃货&美食&美食侦探&无限脑洞派对&日常&VLOG&美食探店&牛仔骨,2.2万,5256,2479,1136,https://b23.tv/BV1BK4y197gN
催泪爆辣锅放送！厚鳝鱼大肠条牛油香｜成都美味探店,密子君,2021-05-20 18:30:17,30.2,2320弹幕,火锅&探店&吃货&美食&搞笑&美食侦探&初夏逛吃大会&美食圈&火锅底料蛋炒饭&麻辣&成都美食&密子君&牛油&重庆老火锅,2.0万,2257,1041,436,https://b23.tv/BV16V411j76H
烤肉自由！站在肉山上俯瞰世界的感觉，你们是不会懂的,菜菜美食日记,2021-05-19 16:44:34,20.7,1084弹幕,美食&美食制作&初夏逛吃大会&土耳其&烤肉&美食vlog&食肉兽&山&肉夹馍&牛肉&爆汁,2.2万,8779,2403,459,https://b23.tv/BV1444y1r7Jh
【自制巧克力】耗时一周的520礼物，细腻丝滑~,夏妈厨房Bili,2021-05-18 11:18:10,43.1,209弹幕,美食&美食制作&巧克力,1.5万,1252,4736,409,https://b23.tv/BV1Jo4y117co
“顶配硬菜”手抓饭，满满一桌，赏心悦目吃到爽！【滇西小哥】,滇西小哥,2021-05-21 17:21:01,18.3,2512弹幕,美食&田园美食&初夏逛吃大会&烤鱼&云南&傣族&云南美食&手抓饭&田园&农村美食&滇西小哥,2.5万,1.1万,2122,716,https://b23.tv/BV1nq4y1E7KU
情人节，他带我去小吃街逛吃～还说自己得到了王也道长真传！ 美食探店/杭州探店,小紧张的虫虫,2021-05-20 20:00:05,31.0,1172弹幕,美食侦探&探店&美食&初夏逛吃大会&情感&美食vlog&美食探店,1.8万,2535,822,279,https://b23.tv/BV1zA411g7NN
小龙虾麻薯包，这谁吃谁不迷糊？,了不起的八万二饼,2021-05-19 12:10:08,38.7,1911弹幕,小龙虾&黑暗料理&美食&搞笑&美食制作&甜品&恶搞&自制麻薯包&沙雕,4.1万,8486,1937,453,https://b23.tv/BV1oK4y197Wy
客人对小师傅做的酸菜鱼不满意退菜了，老师傅亲自上阵教他做,草原二蛋,2021-05-19 20:16:56,36.1,470弹幕,烹饪&家常菜&厨艺&美食&美食制作&酸菜鱼,1.0万,760,1089,150,https://b23.tv/BV1Fv411L7ei
面团打的像个饺子在散步,熊抹了,2021-05-17 19:42:25,29.3,189弹幕,美食&美食记录,2.0万,477,7160,5598,https://b23.tv/BV1Z64y1d7KW
杭州163元点餐式自助，近期吃过最爽的一顿，味道惊艳到我了。,老胡吃饱饱,2021-05-21 11:40:14,21.7,1701弹幕,吃货&美食&美食侦探&自助餐&杭州&美食探店&打卡挑战,1.3万,1.1万,2044,1119,https://b23.tv/BV1sN411Z7kb
为了赚美国人的达不溜，这家店的烤鸭在美国卖疯了！!,Meetfood觅食,2021-05-18 17:58:38,53.5,3298弹幕,美食侦探&探店&美国&吃货&旅游&美食&初夏逛吃大会&北京烤鸭&烤鸭&美食探店,5.3万,1.7万,3166,476,https://b23.tv/BV1P54y1V77k
体验3000公斤得克萨斯火车炉，我在魔都打工24小时,燕子堡BBQ学徒Ray,2021-05-21 17:48:15,17.5,637弹幕,烧烤&烹饪&厨艺&美食&美食制作&初夏逛吃大会&料理制作&BBQ&制作教程&烤肉&美食vlog&牛肉,2.1万,8002,2220,906,https://b23.tv/BV15q4y1E7zS
大半夜在酒店里花400元吃四川翘脚牛肉外卖是一种什么样的体验？,渣叔爱酒,2021-05-19 17:50:21,21.8,1145弹幕,夜宵&川菜&烧烤&街头美食&美食&美食侦探&街头小吃&生活记录&外卖&麻婆豆腐&酒店,2.0万,4274,895,204,https://b23.tv/BV1C44y1r7dx
有个别嘚瑟的人，还吃上了彩色鲍鱼,结巴老爹,2021-05-20 11:30:19,24.5,640弹幕,海鲜&试吃&吃货&开箱&美食&美食测评&测评&鲍鱼,2.0万,2122,549,214,https://b23.tv/BV1qK4y197As
花巨资给老婆做礼物，刻骨铭心的情侣套餐，一碗杂碎面也太费事了,徐大sao,2021-05-20 17:20:16,26.6,1372弹幕,吃货&美食&美食制作&520心动告白季&主食&拌面&快餐&猪大肠&猪血&美食套餐&杂碎面,1.5万,2492,510,183,https://b23.tv/BV1xy4y1g77t
沈阳鸡架！yyds! 做法超级简单！绝绝子！几分钟就能吃上美味鸡架！,花二Strange,2021-05-19 16:45:16,23.5,1232弹幕,美食&美食制作&初夏逛吃大会&制作教程&yyds&沈阳鸡架&沈阳&鸡架&好吃&快来吃,1.7万,2392,1211,712,https://b23.tv/BV1V54y1V7Ct
让美味升级的10种神仙吃法｜3个简单又能撑场面的待客食谱｜锤子肉片｜虎皮鸡爪煲｜捞汁小海鲜｜初夏美食,一把橙小刀,2021-05-14 21:13:46,76.5,721弹幕,下午茶&一人食&甜点&吃货&美食&美食记录&初夏美味发现家&美食vlog&VLOG&治愈&做饭,3.6万,1.3万,3.7万,3252,https://b23.tv/BV1wo4y1m7xu
朋磊转正了，跟雪姐领个结婚证，花320元吃个日料自助庆祝一下,朋磊在努力,2021-05-21 11:37:57,10.1,980弹幕,日本料理&探店&美食&美食侦探&初夏逛吃大会&生活记录&VLOG,1.8万,2.2万,1766,94,https://b23.tv/BV1ry4y1W7Kp
称霸遵义30年的化工厂烤鸡店，26块一个的超大鸡腿，鸡屁股居然也能烤着吃？,张喜喜-,2021-05-19 18:31:26,25.5,1311弹幕,烧烤&探店&美食&美食侦探&初夏逛吃大会&街头小吃&路边摊&烤鸡,1.3万,1988,1099,1062,https://b23.tv/BV1964y1d71G
为什么夜市大排档的烤鱼吃着特别香？秘密原来都在这个底料红油上,品诺美食开课啦,2021-05-19 19:05:03,18.5,649弹幕,烧烤&街头美食&吃货&美食&美食制作&烤鱼&美食视频&夜市&路边摊,1.5万,2369,3262,549,https://b23.tv/BV1qQ4y1R7ot
第一次见这么大的荔枝，切开一看竟是这样的，吃不起，吃不起！,美食栏目,2021-05-19 13:03:16,34.4,55弹幕,水果&农村&美食&美食记录&美食圈&生活记录&美食vlog&荔枝,2906,18,107,98,https://b23.tv/BV1jK4y1G78C
【520快乐】开幕翻车雷击！粉色甜品！配上草莓泰奶！,阿中小王几,2021-05-20 05:26:52,22.1,939弹幕,美食&美食测评&初夏逛吃大会&草莓&甜品&泰奶&泡芙&百奇&蛋糕卷&草莓杯,1.3万,1945,608,136,https://b23.tv/BV17K4y1G7yF
农村小伙秘制手剥笋，不用剥壳直接开煮，大口啃着真过瘾！,山药视频,2021-05-20 16:55:18,21.1,955弹幕,户外&吃货&美食&田园美食&五一美食嗨不停&野食&乡村&三农&竹笋&户外美食&农村美食&泡笋,1.5万,1357,394,128,https://b23.tv/BV1T44y1r76Q
搅一搅就能成功的抹茶生巧，轻盈到像是在吃空气…,马壮实Hera,2021-05-20 19:07:39,12.9,532弹幕,甜点&厨艺&美食&美食制作&520心动告白季&甜品&料理制作&制作教程&米其林&抹茶,1.4万,3178,3111,370,https://b23.tv/BV1w84y1F78b
去别人家做饭，就是好吃！！,去种田的向凹凸,2021-05-19 20:42:31,16.7,2054弹幕,农村&美食&田园美食&五一美食嗨不停&生活&生活记录&治愈&日常&田园&农村美食&农忙,1.5万,4119,531,197,https://b23.tv/BV1uo4y117yP
法国邻里说柠檬虾酸辣甜味道十足，面疙瘩要再来一碗,混血宝贝EVA,2021-05-19 18:59:01,17.5,2313弹幕,美食&美食记录&五一美食嗨不停&日常&原创&VLOG&生活记录&美食vlog&面疙瘩&柠檬虾&雪花酥&海外生活记录,1.4万,3814,498,62,https://b23.tv/BV1RA411G7w8
买13斤三文鱼切到泪目，刺身吃到颤抖！亿百种做法,王咩阿,2021-05-19 20:00:04,14.0,1208弹幕,厨艺&美食&美食制作&太平浪潮&料理制作&刺身&美食vlog&三文鱼,1.5万,4809,1404,409,https://b23.tv/BV12B4y1F7hJ
好吃又简单的汤面合集，学会就不用吃泡面啦,孙大爷的小吃部,2021-04-25 17:19:12,319.4,1141弹幕,家常菜&厨艺&美食&美食制作&初夏逛吃大会&料理制作&制作教程&美食vlog,18.3万,10.5万,33.7万,2.2万,https://b23.tv/BV1vv411L7CU
西宁美食真不少，绝对不止大烧烤！,富贵的沙雕日记,2021-05-20 11:55:12,10.6,1125弹幕,烧烤&街头美食&探店&美食&美食侦探&初夏逛吃大会&面食&炸串&青海&西宁&羊肉&羊肠面,1.2万,8249,2352,1200,https://b23.tv/BV1Kf4y1h7v6
啥饭量啊？一碗饭一口吃下去都不够塞牙缝！,小小万mini厨房,2021-05-18 18:15:13,30.3,869弹幕,迷你厨房&美食&美食制作&食玩&黄焖鸡米饭&黄焖鸡&黄焖鸡教程&黄焖鸡做法,1.1万,977,1121,793,https://b23.tv/BV1M54y1V7go
一刀下去，审核就恋爱了！,七分甜的秋刀鱼,2021-05-20 20:53:32,15.1,625弹幕,美食&美食制作&初夏逛吃大会&甜品&切片饼干,1.3万,2762,1549,281,https://b23.tv/BV1fv41157mH
"买来嘎子卖的""世界顶级""名酒？这...这能喝嘛？",姬一元,2021-05-20 19:18:10,13.2,503弹幕,试吃&开箱&美食&搞笑&美食测评&潘子&潘嘎之交&嘎子&潘长江&谢孟伟,1.8万,3233,1196,79,https://b23.tv/BV1cA411V74x
不用烤！不用炸！比蛋糕还好吃的爆浆芒果酸奶吐司～,长得像美食博主的女人,2021-05-19 17:26:09,10.7,194弹幕,一人食&甜点&家常菜&美食&美食制作&五一美食嗨不停&美食vlog&料理制作,1.0万,999,4423,485,https://b23.tv/BV1eN411Z7uM
港澳茶餐厅滑蛋虾仁饭，滑蛋怎么炒才嫩滑？看看澳门厨房佬的操作！,澳门厨房佬,2021-05-18 19:07:01,18.4,182弹幕,烹饪&厨艺&美食&美食制作&制作教程&料理制作&美食圈&澳门&鸡蛋&茶餐厅&打卡挑战,7590,2310,7414,1276,https://b23.tv/BV1iQ4y1R7Vw
