title,author,pubdate,play_volume,barrage,classification,likes,coins,collect,share,url
新垣结衣结婚，日本博主停更自己持续了14年的网站~,满楼N,2021-05-20 20:01:27,17.8,486弹幕,新垣结衣&星海&人文&知识&社科人文&人物&原创,7547,329,574,88,https://b23.tv/BV1mv41157wn
打水漂也有公式？一块石头能在水面上弹跳88次，你知道原理吗？,冷科普,2021-05-14 18:14:13,73.9,112弹幕,科学&科普&知识&科学科普&知识分享官&趣闻&脑洞&物理&流体力学&吉尼斯世界纪录&涨知识&打水漂,5073,220,1136,94,https://b23.tv/BV1NA411G7hW
【童姥】一个76岁的奶奶临终前决定去离婚,童姥-女孩别怕&天才捕手计划,2021-05-21 18:00:00,7.3,1080弹幕,知识&社科人文&知识分享官&人物&生活&社会&女性&老人&成长&故事&婚姻&打卡挑战,1.1万,5027,2243,1267,https://b23.tv/BV1CK4y197NS
【有毒】“重口味”知识：乱*史（外国篇）,Q-LIMES,2021-05-19 18:00:11,16.3,216弹幕,冷知识&历史&人文&知识&社科人文&知识分享官&趣闻&奇闻&越南&朝鲜&科普向&高能&涨知识,5201,319,1450,67,https://b23.tv/BV1aA411g7m3
在意外中，了解到超过100步的流箭威力，八十磅麒麟弓,武阵天王-杰哥,2021-05-18 12:19:58,36.6,291弹幕,冷知识&历史&知识&社科人文&趣闻&弓箭&甲胄&古代&射箭,1.6万,285,982,183,https://b23.tv/BV1zb4y1f7SS
公知诚不欺我，在日本没人闯红灯,yxkcysc,2021-05-21 20:05:20,19.1,356弹幕,日本&汽车&知识&社科人文&闯红灯&公知&交通事故&高素质&鬼探头,4665,122,530,174,https://b23.tv/BV1k5411u7hL
戴锦华：在资本渗入生活方方面面的状况下，我们怎么教育孩子?【未完戴叙-4】,国仁全球大学,2021-05-19 17:10:00,9.0,521弹幕,知识&社科人文&教育&未完戴叙&资本主义&戴锦华&现代性&全球大学,8143,1674,2945,820,https://b23.tv/BV185411u7SV
这代年轻人恐怕要躺平了！专家：股市楼市币圈全坍塌，贫富分化再次拉开，债务杠杆率激增！,财亿达人,2021-05-20 12:16:00,17.1,177弹幕,经济&股票&财经&美国&知识&金融&中国&经济学&社会&投资,2338,247,1373,363,https://b23.tv/BV1e64y1y7Lm
肚脐下面连着肠子吗？一直往下抠，会抠出什么？,小荷健康,2021-05-14 20:21:10,77.1,873弹幕,健康&科学&科普&知识&科学科普&知识分享官&肚脐&肠子&洗澡&害怕,6619,189,1742,481,https://b23.tv/BV1Mh411v7Nu
有山朗读：《新婚别》,有山先生,2021-05-19 17:20:11,8.8,923弹幕,历史&人文&搞笑&知识&社科人文&520心动告白季&文学&读书&情感&学习&杜甫&唐诗,1.1万,3894,1196,724,https://b23.tv/BV1dB4y1F7KP
【小魔】吃完辣的，怎么才能快速解辣啊？,-我是小魔-,2021-05-19 11:43:26,17.3,95弹幕,美食&科普&知识&科学科普&知识分享官&动画&解辣&辣&打卡挑战,1.2万,191,1045,66,https://b23.tv/BV14K4y197XR
印度的人骨交易黑市：穷人的命只值700人民币？,暴富研究局,2021-05-21 19:11:53,13.7,741弹幕,印度&财经&人文&知识&社科人文&知识分享官&犯罪&硬核&奇闻&黑市,7430,2046,1433,346,https://b23.tv/BV15K4y1G7PT
张国立剧组因拍戏封路两天与群众冲突，官媒点名批评:人民才是主角！,星辰爱吐槽,2021-05-21 21:32:13,18.1,251弹幕,张国立&知识&社科人文&明星&娱乐圈&资本&朝云暮雨&封路,5101,455,283,158,https://b23.tv/BV1dK4y197wT
纠结不如莽一波！100道化学与生活选择速刷！,化学老师李政,2021-05-19 19:50:03,5.8,870弹幕,考试&知识&校园学习&2021一起学习&化学&课程&高考&高考化学&经验分享&高中&学习心得,3979,2315,5141,558,https://b23.tv/BV1V54y1V75J
【邓肯】死刑犯枪决前的借尸还魂,勾手老大爷邓肯,2021-05-21 11:30:07,11.5,1434弹幕,知识&社科人文&走近科学2.0&社会&新疆&奇闻&悬疑&犯罪&推理&故事&案件&打卡挑战,9814,1421,930,115,https://b23.tv/BV1WB4y1F79E
央行的“暗示”：通胀即将卷来！散户们有何机会？,保彪,2021-05-17 18:36:14,40.8,1259弹幕,知识&财经&知识分享官&CPI&PPI&通胀&经济数据,1.3万,4856,4794,4831,https://b23.tv/BV1rB4y1F7ZH
海边捡的玻璃，切磨成闪耀“宝石”,阿燊珠宝工作室,2021-05-20 11:00:06,15.7,605弹幕,珠宝&技术宅&手工&DIY&知识&野生技术协会&工艺&制作过程&宝石,5037,330,684,149,https://b23.tv/BV1e44y1r7ex
袁隆平团队再传喜讯！新型超级杂交水稻亩产2005.66斤，能多养活数亿人,科技挖掘姬,2021-05-11 15:10:07,155.5,7917弹幕,科学&知识&社科人文&知识分享官&人物&爱国&杂交水稻&袁隆平&科学家&水稻&农业&打卡挑战,23.6万,3.9万,1.7万,4339,https://b23.tv/BV1D64y1C7KF
