title,author,pubdate,play_volume,barrage,classification,likes,coins,collect,share,url
【原神】”隐 藏 的 实 力“,维克特路基埃尔,2021-05-18 18:01:58,21.6,671弹幕,原神&游戏&网络游戏&游戏心动时刻&游戏视频&米哈游&凯亚&风行迷踪,1.5万,1339,3408,3205,https://b23.tv/BV1Qb4y1f72z
【英雄联盟剧情解说】无情铁手也有爱情，却是英雄联盟最虐心的故事,小王纸游戏解说,2021-05-19 19:56:49,20.5,817弹幕,游戏解说&英雄联盟&游戏&电子竞技&实况攻略&lol故事&德莱厄斯&剧情解说&诺手&德西乌斯,1.1万,4996,1511,379,https://b23.tv/BV1a64y1d7Lt
冰糖游戏：哥斯拉走后留下一把“上古神器”，秒杀所有特效枪？,冰糖游戏,2021-05-18 13:43:22,44.9,33弹幕,哥斯拉&小游戏&绝地求生&游戏&手机游戏&手游&冰糖&刺激战场&绝地求生刺激战场&刺激战场国际服,1648,55,277,14,https://b23.tv/BV18V411j78u
【王者荣耀牙膏】你们也看到了，不是我不发恋人申请，而是...,王者荣耀牙膏光信酱,2021-05-20 22:20:43,24.7,148弹幕,王者荣耀&游戏&电子竞技&小石貂蝉&保安日记&bilibili新星计划&李信教学&国服李信&打卡挑战&高地保安&牙膏光信酱&游戏头号玩家,1.4万,315,456,52,https://b23.tv/BV1f64y1C7pA
【KPL春季赛】5月19日 武汉eStarPro vs 成都AG超玩会,哔哩哔哩王者荣耀赛事,2021-05-19 17:55:35,29.6,5379弹幕,KPL&王者荣耀&游戏&电子竞技&武汉eStarPro&KPL春季赛&成都AG超玩会&2021KPL春季赛,4186,426,570,874,https://b23.tv/BV1hV411j7aw
我把炉石的语音功能打开了？【夏播炉石】,夏布去,2021-05-21 18:57:27,16.3,643弹幕,炉石传说&桌游棋牌&搞笑&游戏&电子竞技&游戏知识分享官&炉石&游戏视频&逗鱼时刻&炉石骚套路&夏布去,1.7万,4616,1615,908,https://b23.tv/BV1nK4y1G7Ab
耗时两月打造 碧蓝航线四周年庆典mv 指挥官与他很冒险的梦 把世界一切的美好都献给你,钻头V会长,2021-05-21 13:45:56,6.6,322弹幕,碧蓝航线&游戏&手机游戏&碧蓝航线4周年&指挥官&绫波&mmd&可畏&碧蓝航线四周年,1.4万,1.2万,4149,286,https://b23.tv/BV1sy4y1W7GQ
《光·遇》亮相520发布会 ，携手玩家见证温暖相遇,光遇手游,2021-05-20 21:13:53,13.6,920弹幕,SKY光遇&游戏&手机游戏&小王子,1.9万,2529,2387,2585,https://b23.tv/BV1Kq4y1E7Cv
《最 后 的 光》,聒噪的山海君,2021-05-21 21:06:38,19.4,623弹幕,RNG&英雄联盟&游戏&电子竞技&沙雕剧场&沙雕之主&DK&PGG&C9&perkz&pabu&打卡挑战,1.6万,4182,1256,401,https://b23.tv/BV1ef4y1Y7AA
just dance,absoluteoo,2021-05-20 10:56:30,23.2,160弹幕,舞力全开&游戏&音游&音乐游戏&JUSTDANCE,3075,593,3309,847,https://b23.tv/BV1tV411j7Ns
少爷这样不会饿死吧……,平平无奇鱼建国,2021-05-20 15:45:55,13.8,258弹幕,陈星汉&SKY光遇&游戏&手机游戏&游戏心动时刻&光遇&打卡挑战,2.0万,1956,2649,357,https://b23.tv/BV1g44y1r7Ee
